,no_bhk,price,area,cons_stats
1414,5 ,74000000,8234,1
1415,5 ,74000000,8234,1
1416,4 ,40400000,4496,1
1417,4 ,40400000,4496,1
1418,3 ,28100000,3130,1
1419,3 ,28100000,3130,1
1420,4 ,41500000,4618,1
1421,4 ,41500000,4618,1
1422,4 ,41000000,4568,1
1423,4 ,41000000,4568,1
1424,5 ,64300000,7161,1
1425,5 ,64300000,7161,1
1426,5 ,64800000,7218,1
1427,5 ,64800000,7218,1
1428,5 ,60100000,6686,1
1429,5 ,60100000,6686,1
1430,5 ,68000000,7574,1
1431,5 ,68000000,7574,1
1432,5 ,67900000,7561,1
1433,5 ,67900000,7561,1
1434,4 ,39600000,4408,1
1435,4 ,39600000,4408,1
1436,4 ,35800000,3986,1
1437,4 ,35800000,3986,1
1438,5 ,72400000,8059,1
1439,5 ,72400000,8059,1
1440,5 ,62900000,7000,1
1441,5 ,62900000,7000,1
1442,4 ,40700000,4535,1
1443,4 ,40700000,4535,1
1444,4 ,36000000,4012,1
1445,4 ,36000000,4012,1
1446,4 ,39900000,4448,1
1447,4 ,39900000,4448,1
1448,4 ,34900000,3889,1
1449,4 ,34900000,3889,1
1450,4 ,43099999,4799,1
1451,4 ,43099999,4799,1
1452,5 ,66500000,7404,1
1453,5 ,66500000,7404,1
1454,3 ,23600000,2626,1
1455,3 ,23600000,2626,1
1456,4 ,35500000,3959,1
1457,4 ,35500000,3959,1
1458,5 ,62500000,6958,1
1459,5 ,62500000,6958,1
1460,4 ,43400000,4829,1
1461,4 ,43400000,4829,1
1462,5 ,69200000,7778,3
1463,5 ,69200000,7778,3
1464,5 ,69200000,7778,3
1465,5 ,69200000,7778,3
1466,4 ,58400000,6566,3
1467,4 ,58400000,6566,3
1468,5 ,71900000,8081,3
1469,5 ,71900000,8081,3
1470,4 ,78400000,8811,3
1471,4 ,78400000,8811,3
1472,4 ,30299999,3788,1
1473,4 ,30299999,3788,1
1474,4 ,30299999,3788,1
1475,4 ,30299999,3788,1
1476,4 ,30400000,3800,1
1477,3 ,12500000,1715,3
1478,3 ,11299999,1555,3
1479,0,2431000,1683,0
1480,0,2938000,2035,0
1481,0,2249000,1557,0
1482,0,3066000,1550,0
1483,0,2937000,1485,0
1484,0,2609000,1319,0
1485,0,2847000,1423,0
1486,0,4183000,2115,0
1487,0,4343000,2202,0
1488,3 ,6800000,1630,3
1489,3 ,6500000,1650,3
1490,3 ,7100000,1632,3
1491,3 ,7484999,1650,3
1492,3 ,7500000,1650,3
1493,3 ,7350000,1650,3
1494,3 ,7258000,1800,3
1495,0,3800000,1503,0
1496,0,3954999,1999,0
1497,0,3915999,1980,0
1498,0,1099000,1319,0
1499,0,7500000,2700,0
1500,0,7500000,2700,0
1501,0,6000000,2250,0
1502,0,6000000,2250,0
1503,0,5280000,1980,0
1504,0,7200000,2700,0
1505,0,4200000,1575,0
1506,0,3960000,1485,0
1507,0,2340000,1620,0
1508,0,4500000,1620,0
1509,0,3600000,1800,0
1510,0,5000000,2250,0
1511,0,5200000,2700,0
1512,0,3534000,1800,0
1513,0,3500000,1800,0
1514,0,3404000,1800,0
1515,0,2450000,1800,0
1516,0,1869000,2403,0
1517,0,1850000,1647,0
1518,0,5400000,2700,0
1519,0,5200000,2340,0
1520,0,5000000,1818,0
1521,0,3960000,1485,0
1522,0,3960000,1980,0
1523,0,4950000,1800,0
1524,0,5280000,1980,0
1525,2 ,4300000,900,1
1526,2 ,5400000,1000,1
1527,2 ,5500000,1000,1
1528,0,3450000,1800,0
1529,0,3560000,1791,0
1530,0,3579999,1800,0
1531,0,3550000,1800,0
1532,0,3600000,1800,0
1533,0,2400000,1800,0
1534,0,5000000,1800,0
1535,0,3900000,1503,0
1536,0,2499000,1800,0
1537,0,4332000,2052,0
1538,0,4400000,2088,0
1539,0,4065999,1926,0
1540,0,3686000,1746,0
1541,0,2755000,1305,0
1542,0,2926000,1386,0
1543,0,3667000,1737,0
1544,0,3610000,1710,0
1545,0,3971000,1881,0
1546,2 ,6800000,1150,1
1547,3 ,13500000,1580,1
1548,3 ,30000000,3240,1
1549,0,3100000,200,0
1550,0,2990000,1800,0
1551,3 ,18000000,2200,1
1552,3 ,18000000,2200,1
1553,0,6250000,2250,0
1554,4 ,33400000,3718,3
1555,4 ,33300000,3704,3
1556,0,5500000,1980,0
1557,0,5000000,200,0
1558,0,52200000,2610,0
1559,0,4560000,1710,0
1560,4 ,18200000,2240,1
1561,6 ,25500000,2700,1
1562,3 ,8500000,1500,1
1563,3 ,26900000,2450,1
1564,3 ,27700000,2526,1
1565,3 ,9117000,1572,3
1566,3 ,9117000,1572,3
1567,3 ,8850000,1526,3
1568,3 ,8850000,1526,3
1569,3 ,9117000,1572,3
1570,3 ,9117000,1572,3
1571,3 ,8850000,1526,3
1572,3 ,8850000,1526,3
1573,3 ,6207000,1514,1
1574,3 ,6379000,1556,1
1575,2 ,5063000,1235,1
1576,2 ,5457000,1331,1
1577,0,4758000,1647,0
1578,0,4810000,1665,0
1579,0,5252000,1818,0
1580,3 ,8700000,1500,1
1581,3 ,14100000,1550,1
1582,2 ,7500000,1200,1
1583,3 ,7500000,1300,1
1584,3 ,8400000,1500,1
1585,2 ,6500000,1100,1
1586,3 ,14000000,1550,1
1587,0,2100000,1350,0
1588,0,2730000,1755,0
1589,0,2520000,1620,0
1590,0,2590000,1665,0
1591,0,2940000,1890,0
1592,0,3514000,2259,0
1593,0,2548000,1638,0
1594,0,2450000,1575,0
1595,0,2170000,1395,0
1596,0,2057999,1323,0
1597,0,2380000,1530,0
1598,0,2422000,1557,0
1599,0,3108000,1998,0
1600,0,2380000,1530,0
1601,0,2422000,1557,0
1602,0,3108000,1998,0
1603,0,3220000,2070,0
1604,0,2212000,1422,0
1605,0,2290000,1485,0
1606,0,3611999,2322,0
1607,0,4662000,2997,0
1608,0,3052000,1962,0
1609,0,3150000,2025,0
1610,0,2408000,1548,0
1611,0,6412000,4122,0
1612,0,3234000,2079,0
1613,0,3556000,2286,0
1614,0,5236000,3366,0
1615,0,4508000,2898,0
1616,0,2057000,1323,0
1617,0,3500000,2250,0
1618,0,4480000,2800,0
1619,0,4380000,2817,0
1620,2 ,6800000,1650,3
1621,2 ,4200000,1000,1
1622,2 ,6500000,1100,1
1623,2 ,3500000,850,1
1624,0,5760000,2160,0
1625,0,5760000,2160,0
1626,0,6959999,2610,0
1627,0,6959999,2610,0
1628,0,5760000,2160,0
1629,0,5760000,2160,0
1630,0,6959999,2610,0
1631,0,6959999,2610,0
1632,0,4896000,1836,0
1633,0,4896000,1836,0
1634,0,7200000,2700,0
1635,0,7200000,2700,0
1636,0,5280000,1980,0
1637,0,5280000,1980,0
1638,0,6480000,2430,0
1639,0,6480000,2430,0
1640,0,6720000,2520,0
1641,0,6720000,2520,0
1642,0,5040000,1890,0
1643,0,5040000,1890,0
1644,0,6000000,2250,0
1645,0,6000000,2250,0
1646,0,6240000,2340,0
1647,0,6240000,2340,0
1648,0,5520000,2070,0
1649,0,5520000,2070,0
1650,2 ,7200000,1150,1
1651,0,3588000,1800,0
1652,0,2800000,1620,0
1653,0,2500000,1800,0
1654,0,3500000,1800,0
1655,1 ,3000000,550,1
1656,0,3476000,2241,0
1657,3 ,7678000,1600,3
1658,2 ,5748000,1150,3
1659,3 ,7678000,1600,3
1660,2 ,5348000,1070,1
1661,0,3056000,1716,0
1662,0,2768000,1560,0
1663,0,4000000,150,0
1664,0,1500000,150,0
1665,0,4000000,1440,2
1666,3 ,20900000,2460,1
1667,3 ,13100000,1550,1
1668,0,3950000,1503,0
1669,2 ,5700000,1000,1
1670,0,2399000,1800,0
1671,0,1798999,1350,0
1672,0,1979000,1485,0
1673,0,2999000,2250,0
1674,0,2699000,2025,0
1675,0,4079999,2160,0
1676,3 ,32000000,3240,1
1677,3 ,16500000,2000,1
1678,3 ,16500000,2000,1
1679,0,2850000,1800,0
1680,0,1800000,1080,0
1681,0,2900000,1800,0
1682,0,5400000,2250,0
1683,0,2900000,199,0
1684,0,2800000,180,0
1685,0,2250000,150,0
1686,0,4725000,3150,0
1687,0,4725000,3150,0
1688,0,2214000,1476,0
1689,0,2214000,1476,0
1690,0,2700000,1800,0
1691,0,2700000,1800,0
1692,0,4725000,3150,0
1693,0,4725000,3150,0
1694,0,2214000,1476,0
1695,0,2214000,1476,0
1696,0,2700000,1800,0
1697,0,2700000,1800,0
1698,0,2025000,1350,0
1699,0,2025000,1350,0
1700,0,2119000,1413,0
1701,0,2119000,1413,0
1702,0,2187000,1458,0
1703,0,2187000,1458,0
1704,0,2281000,1521,0
1705,0,2281000,1521,0
1706,0,2389000,1593,0
1707,0,3240000,2160,0
1708,0,2389000,1593,0
1709,0,2254000,1503,0
1710,0,3240000,2160,0
1711,0,4050000,2700,0
1712,0,2470000,1647,0
1713,0,2254000,1503,0
1714,0,2173000,1449,0
1715,0,2970000,1980,0
1716,0,4050000,2700,0
1717,0,2835000,1890,0
1718,0,2470000,1647,0
1719,0,3375000,2250,0
1720,0,2173000,1449,0
1721,0,3604000,2403,0
1722,0,2970000,1980,0
1723,0,2241000,1494,0
1724,0,2835000,1890,0
1725,0,3375000,2250,0
1726,0,3604000,2403,0
1727,0,2241000,1494,0
1728,0,10500000,6300,0
1729,0,9001000,5400,0
1730,0,10500000,6300,0
1731,0,10500000,6300,0
1732,0,9001000,5400,0
1733,0,9001000,5400,0
1734,0,6601000,3960,0
1735,0,6601000,3960,0
1736,0,4950000,2970,0
1737,0,4950000,2970,0
1738,0,15000000,9000,0
1739,0,15000000,9000,0
1740,3 ,9300000,1450,1
1741,0,400000,1200,2
1742,0,336000,1080,2
1743,0,2400000,200,0
1744,3 ,12100000,1719,3
1745,3 ,11500000,1629,3
1746,3 ,7941000,1431,3
1747,2 ,6500000,1075,1
1748,2 ,5700000,1050,1
1749,2 ,5700000,1050,1
1750,3 ,12100000,1664,3
1751,3 ,12100000,1665,3
1752,2 ,8514000,1531,3
1753,2 ,6981999,1242,3
1754,3 ,12400000,1881,3
1755,3 ,8842000,1593,3
1756,3 ,8509000,1530,3
1757,3 ,11500000,1628,3
1758,3 ,8735000,1628,3
1759,2 ,6814000,1108,3
1760,3 ,11500000,1628,3
1761,3 ,8735000,1628,3
1762,0,2561000,1647,0
1763,0,1109000,999,0
1764,0,3999000,1800,0
1765,0,1738000,1647,0
1766,0,2227000,1485,0
1767,0,4400000,1980,0
1768,0,22200000,1485,0
1769,0,1567000,1485,0
1770,0,1972000,1224,0
1771,0,1567000,1485,0
1772,0,2227000,1485,0
1773,3 ,13799999,1877,3
1774,3 ,13799999,1605,3
1775,3 ,18000000,2540,3
1776,3 ,13799999,1877,3
1777,3 ,13899999,1605,3
1778,3 ,18900000,2656,3
1779,3 ,14600000,2064,3
1780,3 ,13799999,1958,3
1781,3 ,18000000,2540,3
1782,3 ,12000000,2100,1
1783,2 ,7000000,1200,1
1784,3 ,8500000,1463,3
1785,3 ,10900000,1880,3
1786,3 ,10700000,1459,3
1787,3 ,10700000,1458,3
1788,3 ,12100000,1718,3
1789,0,4590000,2754,0
1790,0,3030000,1818,0
1791,0,2775000,1665,0
1792,3 ,6450000,1745,3
1793,3 ,6500000,1640,3
1794,3 ,6584000,1658,3
1795,3 ,6528000,1650,3
1796,0,2599000,1800,0
1797,0,2599000,1800,0
1798,0,2313000,1602,0
1799,0,2313000,1602,0
1800,0,2599000,1800,0
1801,0,2599000,1800,0
1802,0,2313000,1602,0
1803,0,2313000,1602,0
1804,0,2170000,1503,0
1805,0,2170000,1503,0
1806,0,2079000,1440,0
1807,0,2079000,1440,0
1808,0,2378000,1647,0
1809,0,2378000,1647,0
1810,0,1948999,1350,0
1811,0,1948999,1350,0
1812,0,1754000,1215,0
1813,0,1754000,1215,0
1814,0,3249000,2250,0
1815,0,3249000,2250,0
1816,0,3469000,2403,0
1817,0,3469000,2403,0
1818,0,2495000,1728,0
1819,0,2495000,1728,0
1820,2 ,5893000,1179,1
1821,3 ,7378000,1476,1
1822,3 ,6928000,1386,1
1823,3 ,7108000,1422,1
1824,3 ,6793000,1359,1
1825,3 ,8143000,1629,1
1826,3 ,7153000,1431,1
1827,2 ,5197000,1155,3
1828,2 ,5197000,1155,3
1829,2 ,5197000,1155,3
1830,3 ,9190000,1718,3
1831,3 ,8755000,1631,3
1832,3 ,9374000,1530,3
1833,2 ,6984999,1243,3
1834,3 ,9695000,1719,3
1835,3 ,8300000,1575,3
1836,1 ,3000000,617,3
1837,2 ,7500000,1312,3
1838,3 ,10000000,1843,3
1839,3 ,12000000,1590,3
1840,2 ,6000000,1100,3
1841,2 ,22799999,2688,3
1842,2 ,2100000,700,1
1843,2 ,2100000,700,1
1844,2 ,7500000,1150,1
1845,2 ,6400000,1050,1
1846,2 ,6300000,1100,1
1847,3 ,11000000,1400,1
1848,1 ,5000000,450,1
1849,0,4400000,1800,0
1850,2 ,6500000,1120,1
1851,2 ,3750000,800,1
1852,2 ,28000000,2700,1
1853,3 ,8000000,1650,1
1854,2 ,4500000,1150,1
1855,1 ,4200000,1000,1
1856,2 ,7904000,1520,3
1857,5 ,19000000,4300,1
1858,2 ,5500000,1080,1
1859,3 ,8692000,2350,3
1860,3 ,7398000,2000,3
1861,2 ,4716000,1275,3
1862,3 ,9709000,2625,3
1863,2 ,4383000,1185,3
1864,3 ,5733000,1550,3
1865,2 ,3883000,1050,3
1866,3 ,6584000,1780,3
1867,2 ,4808000,1300,3
1868,2 ,6300000,1000,1
1869,3 ,12000000,1450,1
1870,3 ,7500000,1485,1
1871,2 ,7200000,1156,1
1872,0,2114000,1269,0
1873,0,1844000,1107,0
1874,0,50000000,2700,0
1875,2 ,5900000,1311,1
1876,2 ,5900000,1311,1
1877,1 ,3200000,700,1
1878,3 ,9800000,1500,1
1879,2 ,4600000,950,1
1880,0,2599000,1800,0
1881,0,2313000,1602,0
1882,0,2170000,1503,0
1883,0,2079000,1440,0
1884,0,2378000,1647,0
1885,0,1948999,1350,0
1886,0,1754000,1215,0
1887,0,3249000,2250,0
1888,0,3469000,2403,0
1889,0,2495000,1728,0
1890,5 ,56000000,1800,1
1891,7 ,27000000,5500,1
1892,3 ,9198000,1350,1
1893,2 ,8000000,1359,1
1894,2 ,6300000,1160,1
1895,4 ,68100000,5450,3
1896,4 ,68100000,5450,3
1897,4 ,82500000,6605,3
1898,4 ,82500000,6605,3
1899,4 ,68100000,5450,3
1900,4 ,68100000,5450,3
1901,4 ,82500000,6605,3
1902,4 ,82500000,6605,3
1903,2 ,4600000,1088,3
1904,3 ,17000000,2110,1
1905,2 ,4135000,1088,3
1906,2 ,8300000,1255,1
1907,2 ,8300000,1255,1
1908,2 ,4500000,1050,3
1909,2 ,4600000,1088,3
1910,3 ,12500000,2125,1
1911,2 ,4150000,1088,3
1912,3 ,12800000,1980,3
1913,3 ,7800000,1255,1
1914,3 ,10300000,1550,1
1915,2 ,8275000,1235,1
1916,3 ,12700000,1825,3
1917,2 ,4000000,1055,3
1918,3 ,8850000,1425,1
1919,2 ,7250000,1170,1
1920,3 ,12700000,1960,3
1921,2 ,8540000,1220,3
1922,2 ,7250000,1170,1
1923,3 ,6600000,1650,3
1924,3 ,13899999,2150,3
1925,2 ,9170000,1310,3
1926,3 ,14000000,2175,1
1927,3 ,14900000,2300,3
1928,3 ,11000000,1585,3
1929,4 ,12000000,2400,3
1930,4 ,12000000,2500,3
1931,1 ,3200000,265,1
1932,1 ,3200000,265,1
1933,1 ,3200000,265,1
1934,1 ,3200000,265,1
1935,2 ,6350000,1100,1
1936,2 ,6500000,1110,1
1937,2 ,6700000,1100,1
1938,2 ,6800000,1100,1
1939,2 ,5500000,1000,1
1940,0,1102000,1323,0
1941,2 ,5453000,1134,1
1942,2 ,5400000,1134,1
1943,3 ,9000000,1450,1
1944,2 ,7300000,1275,1
1945,2 ,6000000,1180,1
1946,2 ,6300000,1220,1
1947,2 ,5500000,1140,1
1948,3 ,7100000,1520,1
1949,2 ,5443000,1134,1
1950,3 ,8900000,1600,1
1951,2 ,3800000,1100,1
1952,0,42000000,3150,0
1953,0,3915000,2349,0
1954,0,3915000,2349,0
1955,0,3915000,2349,0
1956,0,3690000,2214,0
1957,0,3329999,1998,0
1958,0,4170000,2502,0
1959,0,3690000,2214,0
1960,0,3329999,1998,0
1961,0,3690000,2214,0
1962,0,4170000,2502,0
1963,0,3329999,1998,0
1964,0,4170000,2502,0
1965,0,2745000,1647,0
1966,0,2745000,1647,0
1967,0,2475000,1485,0
1968,0,2475000,1485,0
1969,0,4154999,2493,0
1970,0,4154999,2493,0
1971,0,2430000,1458,0
1972,0,2430000,1458,0
1973,0,3750000,2250,0
1974,0,3750000,2250,0
1975,0,2205000,1323,0
1976,0,2205000,1323,0
1977,2 ,6600000,950,1
1978,2 ,6300000,970,1
1979,3 ,13899999,1550,1
1980,3 ,6500000,1100,1
1981,2 ,4550000,910,3
1982,0,1102000,1323,0
1983,0,1102000,1323,0
1984,0,1102000,1323,0
1985,0,1102000,1323,0
1986,3 ,8482000,1600,1
1987,3 ,7500000,1800,3
1988,3 ,17000000,2627,3
1989,3 ,9900000,1500,3
1990,2 ,5400000,900,3
1991,3 ,8700000,1350,1
1992,2 ,6525000,1110,1
1993,2 ,6318000,1215,3
1994,2 ,6318000,1215,3
1995,2 ,6318000,1215,3
1996,2 ,6318000,1215,3
1997,3 ,9308000,1790,3
1998,3 ,9308000,1790,3
1999,3 ,6578000,1265,3
