,no_bhk,price,area,cons_stats
97,3 ,9555000,2100 ,Under Construction
98,Residential Plot,4000000,2250 ,Resale
99,Residential Plot,1125000,1350 ,Resale
100,3 ,6241000,1486 ,Under Construction
101,3 ,6694000,1594 ,Under Construction
102,4 ,16100000,2100 ,Under Construction
103,Residential Plot,2720000,1530 ,New
104,Residential Plot,4000000,2250 ,New
105,Residential Plot,7500000,2700 ,New
106,Residential Plot,6250000,2250 ,New
107,Residential Plot,5625000,2025 ,New
108,Residential Plot,5000000,1800 ,New
109,Residential Plot,4250000,1530 ,New
110,Residential Plot,4125000,1485 ,New
111,Residential Plot,5000000,1800 ,New
112,Residential Plot,2800000,1575 ,New
113,4 ,26200000,3652 ,Under Construction
114,4 ,33300000,4635 ,Under Construction
115,4 ,30400000,4227 ,Under Construction
116,4 ,30200000,4207 ,Under Construction
117,4 ,32000000,4448 ,Under Construction
118,4 ,45199999,3770 ,Under Construction
119,4 ,40800000,3400 ,Under Construction
120,4 ,40800000,3400 ,Under Construction
121,4 ,45199999,3770 ,Under Construction
122,4 ,45199999,3770 ,Under Construction
123,4 ,37100000,3095 ,Under Construction
124,4 ,37100000,3095 ,Under Construction
125,4 ,45800000,3820 ,Under Construction
126,4 ,45800000,3820 ,Under Construction
127,4 ,44100000,3675 ,Under Construction
128,4 ,44100000,3675 ,Under Construction
129,4 ,36900000,3075 ,Under Construction
130,4 ,36900000,3075 ,Under Construction
131,4 ,46300000,3865 ,Under Construction
132,4 ,46300000,3865 ,Under Construction
133,4 ,27700000,5037 ,Under Construction
134,4 ,17500000,3183 ,Under Construction
135,4 ,17500000,3183 ,Under Construction
136,4 ,27700000,5037 ,Under Construction
137,4 ,27700000,5037 ,Under Construction
138,4 ,17400000,3180 ,Under Construction
139,4 ,17400000,3180 ,Under Construction
140,4 ,25299999,4614 ,Under Construction
141,4 ,25299999,4614 ,Under Construction
142,4 ,22900000,4164 ,Under Construction
143,4 ,22900000,4164 ,Under Construction
144,4 ,22799999,4161 ,Under Construction
145,4 ,22799999,4161 ,Under Construction
146,3 ,6097000,1355 ,Under Construction
147,2 ,5062000,1125 ,Under Construction
148,Residential Plot,4800000,2700 ,New
149,Residential Plot,3120000,1755 ,New
150,Residential Plot,2880000,1620 ,New
151,Residential Plot,4875000,1755 ,New
152,Residential Plot,4750000,1710 ,New
153,Residential Plot,4625000,1665 ,New
154,Residential Plot,4500000,1620 ,New
155,Residential Plot,4375000,1575 ,New
156,Residential Plot,4000000,1440 ,New
157,Residential Plot,4075000,1467 ,New
158,Residential Plot,4075000,1467 ,New
159,Residential Plot,3040000,1710 ,New
160,Residential Plot,3600000,2025 ,New
161,Residential Plot,2608000,1467 ,New
162,3 ,13600000,1825 ,Under Construction
163,4 ,35200000,4706 ,Under Construction
164,4 ,35200000,4706 ,Under Construction
165,3 ,17600000,2350 ,Under Construction
166,3 ,17600000,2350 ,Under Construction
167,3 ,13600000,1825 ,Under Construction
168,3 ,13600000,1825 ,Under Construction
169,3 ,11900000,1600 ,Under Construction
170,3 ,11900000,1600 ,Under Construction
171,3 ,13700000,1840 ,Under Construction
172,3 ,13700000,1840 ,Under Construction
173,4 ,26500000,3400 ,Under Construction
174,4 ,26500000,3400 ,Under Construction
175,4 ,26500000,3400 ,Under Construction
176,4 ,26500000,3400 ,Under Construction
177,4 ,23400000,3000 ,Under Construction
178,4 ,23400000,3000 ,Under Construction
179,3 ,14000000,1800 ,Under Construction
180,3 ,14000000,1800 ,Under Construction
181,3 ,13200000,1700 ,Under Construction
182,3 ,13200000,1700 ,Under Construction
183,3 ,11700000,1500 ,Under Construction
184,3 ,11700000,1500 ,Under Construction
185,2 ,9360000,1200 ,Under Construction
186,2 ,9360000,1200 ,Under Construction
187,2 ,8580000,1100 ,Under Construction
188,2 ,8580000,1100 ,Under Construction
189,4 ,28000000,3600 ,Under Construction
190,4 ,28000000,3600 ,Under Construction
191,2 ,6781999,1280 ,Under Construction
192,3 ,17300000,2040 ,Under Construction
193,4 ,34600000,4080 ,Under Construction
194,4 ,34600000,4080 ,Under Construction
195,3 ,20299999,2400 ,Under Construction
196,3 ,20299999,2400 ,Under Construction
197,4 ,28400000,3342 ,Under Construction
198,4 ,28400000,3342 ,Under Construction
199,3 ,21500000,2540 ,Under Construction
200,3 ,21500000,2540 ,Under Construction
201,3 ,15000000,1765 ,Under Construction
202,3 ,15000000,1765 ,Under Construction
203,3 ,16100000,1895 ,Under Construction
204,3 ,16100000,1895 ,Under Construction
205,3 ,11600000,1635 ,Under Construction
206,3 ,11600000,1635 ,Under Construction
207,3 ,16000000,2255 ,Under Construction
208,3 ,16000000,2255 ,Under Construction
209,3 ,11600000,1635 ,Under Construction
210,3 ,11600000,1635 ,Under Construction
211,3 ,16000000,2255 ,Under Construction
212,3 ,16000000,2255 ,Under Construction
213,2 ,9406000,1325 ,Under Construction
214,2 ,9406000,1325 ,Under Construction
215,3 ,13700000,1935 ,Under Construction
216,3 ,13700000,1935 ,Under Construction
217,3 ,13000000,1965 ,Under Construction
218,3 ,11000000,1640 ,Under Construction
219,3 ,11000000,1640 ,Under Construction
220,2 ,9016000,1320 ,Under Construction
221,2 ,9016000,1320 ,Under Construction
222,2 ,8984000,1315 ,Under Construction
223,2 ,8984000,1315 ,Under Construction
224,3 ,11700000,1750 ,Under Construction
225,3 ,11700000,1750 ,Under Construction
226,3 ,13000000,1955 ,Under Construction
227,3 ,13000000,1955 ,Under Construction
228,3 ,12100000,1820 ,Under Construction
229,3 ,12100000,1820 ,Under Construction
230,3 ,13000000,1960 ,Under Construction
231,3 ,13000000,1960 ,Under Construction
232,3 ,14100000,2140 ,Under Construction
233,3 ,14100000,2140 ,Under Construction
234,3 ,13899999,2100 ,Under Construction
235,3 ,13899999,2100 ,Under Construction
236,3 ,10800000,1610 ,Under Construction
237,3 ,10800000,1610 ,Under Construction
238,2 ,9614000,1415 ,Under Construction
239,2 ,9614000,1415 ,Under Construction
240,3 ,12900000,1945 ,Under Construction
241,3 ,12900000,1945 ,Under Construction
242,3 ,13600000,2060 ,Under Construction
243,3 ,13600000,2060 ,Under Construction
244,2 ,9457000,1390 ,Under Construction
245,2 ,9457000,1390 ,Under Construction
246,3 ,13600000,2055 ,Under Construction
247,3 ,13600000,2055 ,Under Construction
248,3 ,12000000,1795 ,Under Construction
249,3 ,12000000,1795 ,Under Construction
250,3 ,11500000,1725 ,Under Construction
251,3 ,11500000,1725 ,Under Construction
252,Residential Plot,3402000,1701 ,New
253,Residential Plot,5400000,2700 ,New
254,Residential Plot,3960000,1980 ,New
255,Residential Plot,3420000,1710 ,New
256,Residential Plot,9000000,4500 ,New
257,Residential Plot,4500000,2250 ,New
258,Residential Plot,8100000,4050 ,New
259,2 ,7334000,1310 ,Under Construction
260,2 ,6970000,1245 ,Under Construction
261,2 ,6970000,1245 ,Under Construction
262,3 ,8818000,1575 ,Under Construction
263,3 ,8818000,1575 ,Under Construction
264,3 ,9546000,1705 ,Under Construction
265,3 ,9546000,1705 ,Under Construction
266,2 ,7390000,1320 ,Under Construction
267,2 ,7390000,1320 ,Under Construction
268,2 ,5906000,1055 ,Under Construction
269,2 ,5906000,1055 ,Under Construction
270,3 ,9574000,1710 ,Under Construction
271,3 ,9574000,1710 ,Under Construction
272,2 ,7362000,1315 ,Under Construction
273,2 ,7362000,1315 ,Under Construction
274,2 ,7614000,1360 ,Under Construction
275,2 ,7614000,1360 ,Under Construction
276,3 ,9854000,1760 ,Under Construction
277,3 ,9854000,1760 ,Under Construction
278,3 ,9350000,1670 ,Under Construction
279,3 ,9350000,1670 ,Under Construction
280,2 ,7138000,1275 ,Under Construction
281,2 ,7138000,1275 ,Under Construction
282,2 ,6773999,1210 ,Under Construction
283,2 ,6773999,1210 ,Under Construction
284,3 ,9742000,1740 ,Under Construction
285,3 ,9742000,1740 ,Under Construction
286,3 ,10100000,1810 ,Under Construction
287,3 ,10100000,1810 ,Under Construction
288,3 ,10100000,1815 ,Under Construction
289,3 ,10100000,1815 ,Under Construction
290,2 ,7166000,1280 ,Under Construction
291,2 ,7166000,1280 ,Under Construction
292,2 ,7054000,1260 ,Under Construction
293,2 ,7054000,1260 ,Under Construction
294,3 ,10000000,1790 ,Under Construction
295,3 ,10000000,1790 ,Under Construction
296,2 ,7109999,1270 ,Under Construction
297,2 ,7109999,1270 ,Under Construction
298,3 ,9658000,1725 ,Under Construction
299,3 ,9658000,1725 ,Under Construction
300,3 ,10400000,1865 ,Under Construction
301,3 ,10400000,1865 ,Under Construction
302,2 ,7081999,1265 ,Under Construction
303,2 ,7081999,1265 ,Under Construction
304,3 ,15500000,2400 ,Under Construction
305,3 ,16399999,2525 ,Under Construction
306,3 ,15500000,2395 ,Under Construction
307,3 ,13600000,2095 ,Under Construction
308,3 ,16100000,2485 ,Under Construction
309,3 ,15300000,2360 ,Under Construction
310,3 ,17100000,2640 ,Under Construction
311,3 ,13000000,2010 ,Under Construction
312,3 ,16000000,2465 ,Under Construction
313,3 ,12900000,1990 ,Under Construction
314,3 ,14300000,2210 ,Under Construction
315,2 ,5500000,1060 ,Under Construction
316,2 ,5200000,1110 ,Under Construction
317,2 ,5300000,1110 ,Ready to move
318,2 ,5300000,1185 ,Ready to move
319,2 ,5300000,1125 ,Under Construction
320,2 ,3700000,1000 ,Ready to move
321,2 ,5300000,1185 ,Ready to move
322,2 ,3500000,1000 ,Ready to move
323,2 ,3700000,1000 ,Ready to move
324,2 ,5400000,1195 ,Ready to move
325,2 ,3700000,1000 ,Ready to move
326,2 ,3700000,1000 ,Ready to move
327,2 ,3700000,1000 ,Ready to move
328,2 ,5200000,1100 ,Ready to move
329,3 ,15500000,2524 ,Under Construction
330,2 ,5300000,1100 ,Ready to move
331,2 ,4400000,1150 ,Ready to move
332,3 ,16700000,2370 ,Ready to move
333,2 ,6100000,1130 ,Ready to move
334,2 ,6800000,1150 ,Ready to move
335,2 ,6850000,1220 ,Ready to move
336,2 ,5200000,1100 ,Ready to move
337,3 ,13000000,2455 ,Under Construction
338,3 ,9829000,1855 ,Under Construction
339,3 ,9829000,1855 ,Under Construction
340,3 ,8769000,1655 ,Under Construction
341,3 ,8769000,1655 ,Under Construction
342,4 ,73500000,6125 ,Under Construction
343,4 ,73200000,6105 ,Under Construction
344,2 ,5600000,1110 ,Ready to move
345,2 ,5736000,1195 ,Ready to move
346,3 ,11000000,2000 ,Ready to move
347,2 ,6018000,1060 ,Ready to move
348,2 ,9940000,1800 ,Ready to move
349,3 ,6650000,1600 ,Ready to move
350,2 ,6200000,1125 ,Ready to move
351,2 ,5500000,1165 ,Ready to move
352,2 ,5100000,1200 ,Ready to move
353,2 ,5800000,1160 ,Ready to move
354,3 ,5600000,1415 ,Ready to move
355,3 ,10400000,1900 ,Under Construction
356,3 ,9212000,1675 ,Under Construction
357,3 ,9212000,1675 ,Under Construction
358,3 ,10800000,1965 ,Under Construction
359,3 ,10800000,1965 ,Under Construction
360,3 ,10400000,1900 ,Under Construction
361,3 ,10400000,1900 ,Under Construction
362,3 ,9212000,1675 ,Under Construction
363,3 ,9212000,1675 ,Under Construction
364,3 ,11000000,2010 ,Under Construction
365,3 ,11000000,2010 ,Under Construction
366,3 ,9790000,1780 ,Under Construction
367,3 ,9790000,1780 ,Under Construction
368,3 ,10900000,1990 ,Under Construction
369,3 ,10900000,1990 ,Under Construction
370,3 ,9680000,1760 ,Under Construction
371,3 ,9680000,1760 ,Under Construction
372,3 ,8580000,1560 ,Under Construction
373,3 ,8580000,1560 ,Under Construction
374,2 ,6792000,1235 ,Under Construction
375,2 ,6792000,1235 ,Under Construction
376,3 ,9157000,1665 ,Under Construction
377,3 ,9157000,1665 ,Under Construction
378,2 ,6991000,1295 ,Under Construction
379,2 ,6991000,1295 ,Under Construction
380,3 ,8611000,1595 ,Under Construction
381,3 ,8611000,1595 ,Under Construction
382,3 ,11800000,2195 ,Under Construction
383,3 ,11800000,2195 ,Under Construction
384,3 ,8070999,1495 ,Under Construction
385,3 ,8070999,1495 ,Under Construction
386,3 ,10200000,1895 ,Under Construction
387,3 ,10200000,1895 ,Under Construction
388,2 ,6926000,1295 ,Under Construction
389,2 ,6392000,1195 ,Under Construction
390,2 ,6392000,1195 ,Under Construction
391,3 ,10200000,1915 ,Under Construction
392,3 ,10200000,1915 ,Under Construction
393,3 ,8692000,1625 ,Under Construction
394,3 ,8692000,1625 ,Under Construction
395,3 ,7648999,1430 ,Under Construction
396,3 ,7648999,1430 ,Under Construction
397,3 ,15400000,2150 ,Under Construction
398,5 ,35500000,4945 ,Under Construction
399,5 ,35500000,4945 ,Under Construction
400,5 ,39300000,5467 ,Under Construction
401,5 ,39300000,5467 ,Under Construction
402,5 ,42900000,5962 ,Under Construction
403,5 ,42900000,5962 ,Under Construction
404,4 ,25600000,3569 ,Under Construction
405,4 ,25600000,3569 ,Under Construction
406,3 ,12100000,1687 ,Under Construction
407,3 ,12100000,1687 ,Under Construction
408,5 ,41600000,5783 ,Under Construction
409,5 ,41600000,5783 ,Under Construction
410,3 ,15300000,2132 ,Under Construction
411,3 ,15300000,2132 ,Under Construction
412,5 ,45800000,6374 ,Under Construction
413,5 ,45800000,6374 ,Under Construction
414,5 ,45800000,6371 ,Under Construction
415,5 ,45800000,6371 ,Under Construction
416,5 ,55199999,7674 ,Under Construction
417,5 ,55199999,7674 ,Under Construction
418,4 ,36200000,5036 ,Under Construction
419,4 ,36200000,5036 ,Under Construction
420,3 ,13400000,1874 ,Under Construction
421,3 ,13400000,1874 ,Under Construction
422,5 ,38100000,5303 ,Under Construction
423,5 ,38100000,5303 ,Under Construction
424,3 ,15700000,2191 ,Under Construction
425,3 ,15700000,2191 ,Under Construction
426,4 ,28300000,3942 ,Under Construction
427,4 ,28300000,3942 ,Under Construction
428,3 ,12900000,1792 ,Under Construction
429,3 ,12900000,1792 ,Under Construction
430,5 ,46300000,6434 ,Under Construction
431,5 ,46300000,6434 ,Under Construction
432,3 ,15800000,2208 ,Under Construction
433,3 ,15800000,2208 ,Under Construction
434,3 ,7473000,1410 ,Under Construction
435,3 ,7473000,1410 ,Under Construction
436,2 ,5035000,950 ,Under Construction
437,2 ,5035000,950 ,Under Construction
438,2 ,4982000,940 ,Under Construction
439,2 ,4982000,940 ,Under Construction
440,3 ,7155000,1350 ,Under Construction
441,3 ,7155000,1350 ,Under Construction
442,2 ,5618000,1060 ,Under Construction
443,2 ,5618000,1060 ,Under Construction
444,2 ,5830000,1100 ,Under Construction
445,2 ,5830000,1100 ,Under Construction
446,2 ,4929000,930 ,Under Construction
447,2 ,4929000,930 ,Under Construction
448,Residential Plot,24300000,4567 ,New
449,Residential Plot,24300000,4567 ,New
450,Residential Plot,12100000,2286 ,New
451,Residential Plot,12100000,2286 ,New
452,Residential Plot,60700000,11392 ,New
453,Residential Plot,60700000,11392 ,New
454,Residential Plot,39300000,7384 ,New
455,Residential Plot,39300000,7384 ,New
456,Residential Plot,28800000,5405 ,New
457,Residential Plot,28800000,5405 ,New
458,Residential Plot,29400000,5520 ,New
459,Residential Plot,29400000,5520 ,New
460,Residential Plot,81800000,15348 ,New
461,Residential Plot,81800000,15348 ,New
462,Residential Plot,28100000,5282 ,New
463,Residential Plot,28100000,5282 ,New
464,Residential Plot,23700000,4446 ,New
465,Residential Plot,23700000,4446 ,New
466,Residential Plot,28100000,5271 ,New
467,Residential Plot,28100000,5271 ,New
468,Residential Plot,19500000,3668 ,New
469,Residential Plot,19500000,3668 ,New
470,Residential Plot,26800000,5043 ,New
471,Residential Plot,26800000,5043 ,New
472,Residential Plot,30700000,5758 ,New
473,Residential Plot,30700000,5758 ,New
474,Residential Plot,51200000,9613 ,New
475,Residential Plot,51200000,9613 ,New
476,Residential Plot,12800000,2403 ,New
477,Residential Plot,12800000,2403 ,New
478,Residential Plot,25600000,4805 ,New
479,Residential Plot,25600000,4805 ,New
480,Residential Plot,56200000,10542 ,New
481,Residential Plot,56200000,10542 ,New
482,Residential Plot,13200000,2485 ,New
483,Residential Plot,13200000,2485 ,New
484,Residential Plot,19000000,3576 ,New
485,Residential Plot,19000000,3576 ,New
486,3 ,13600000,2280 ,Under Construction
487,3 ,14900000,2490 ,Under Construction
488,3 ,12600000,2100 ,Under Construction
489,3 ,11900000,2010 ,Under Construction
490,3 ,14300000,2390 ,Under Construction
491,3 ,14800000,2470 ,Under Construction
492,4 ,18900000,2540 ,Ready to move
493,4 ,18900000,2540 ,Ready to move
494,4 ,21300000,2865 ,Ready to move
495,4 ,21300000,2865 ,Ready to move
496,4 ,18800000,2525 ,Ready to move
497,4 ,18800000,2525 ,Ready to move
498,4 ,16500000,2215 ,Ready to move
499,4 ,16500000,2215 ,Ready to move
500,2 ,6070000,1065 ,Under Construction
501,3 ,9718000,1705 ,Under Construction
502,3 ,7866000,1380 ,Under Construction
503,2 ,6811000,1195 ,Under Construction
504,3 ,10200000,1790 ,Under Construction
505,3 ,9291000,1630 ,Under Construction
506,3 ,10300000,1885 ,Under Construction
507,2 ,7066000,1285 ,Under Construction
508,3 ,10300000,1885 ,Under Construction
509,2 ,7066000,1285 ,Under Construction
510,3 ,8715000,1585 ,Under Construction
511,3 ,8715000,1585 ,Under Construction
512,3 ,9348000,1700 ,Under Construction
513,3 ,9348000,1700 ,Under Construction
514,3 ,14100000,2175 ,Under Construction
515,3 ,12600000,1945 ,Under Construction
516,2 ,7767000,1195 ,Under Construction
517,3 ,10900000,1685 ,Under Construction
518,3 ,11399999,1755 ,Under Construction
519,3 ,16399999,2530 ,Under Construction
520,3 ,16000000,2465 ,Under Construction
521,3 ,13400000,2065 ,Under Construction
522,3 ,12900000,1710 ,Under Construction
523,2 ,9992000,1315 ,Under Construction
524,2 ,9992000,1315 ,Under Construction
525,4 ,16900000,2230 ,Under Construction
526,4 ,16900000,2230 ,Under Construction
527,3 ,11299999,1500 ,Under Construction
528,3 ,11299999,1500 ,Under Construction
529,3 ,9581000,1843 ,Under Construction
530,2 ,6820999,1312 ,Under Construction
531,2 ,6820999,1312 ,Under Construction
532,3 ,9581000,1843 ,Under Construction
533,3 ,9581000,1843 ,Under Construction
534,3 ,8895000,1711 ,Under Construction
535,3 ,8895000,1711 ,Under Construction
536,3 ,10100000,1960 ,Under Construction
537,3 ,10100000,1960 ,Under Construction
538,2 ,7630000,1440 ,Under Construction
539,2 ,8106999,1530 ,Under Construction
540,2 ,7630000,1440 ,Under Construction
541,2 ,8106999,1530 ,Under Construction
542,2 ,7630000,1440 ,Under Construction
543,2 ,8106999,1530 ,Under Construction
544,2 ,7259000,1370 ,Under Construction
545,2 ,7259000,1370 ,Under Construction
546,3 ,9061000,1710 ,Under Construction
547,3 ,9061000,1710 ,Under Construction
548,2 ,8610000,1625 ,Under Construction
549,2 ,8610000,1625 ,Under Construction
550,2 ,7153000,1350 ,Under Construction
551,2 ,7153000,1350 ,Under Construction
552,3 ,11500000,2185 ,Under Construction
553,3 ,11500000,2185 ,Under Construction
554,3 ,8610000,1625 ,Under Construction
555,3 ,8610000,1625 ,Under Construction
556,2 ,7709999,1455 ,Under Construction
557,2 ,7709999,1455 ,Under Construction
558,3 ,10800000,2055 ,Under Construction
559,3 ,10800000,2055 ,Under Construction
560,3 ,13400000,2530 ,Under Construction
561,3 ,13400000,2530 ,Under Construction
562,3 ,9670000,1825 ,Under Construction
563,3 ,9670000,1825 ,Under Construction
564,2 ,5523000,1105 ,Under Construction
565,2 ,5523000,1105 ,Under Construction
566,3 ,13000000,2140 ,Under Construction
567,2 ,7550000,1510 ,Under Construction
568,2 ,5940000,1100 ,Under Construction
569,2 ,7698000,1100 ,Under Construction
570,2 ,6600000,1320 ,Under Construction
571,2 ,8116000,1503 ,Under Construction
572,3 ,9585000,1775 ,Under Construction
573,3 ,10500000,1948 ,Under Construction
574,3 ,10100000,1888 ,Under Construction
575,2 ,7673000,1421 ,Under Construction
576,3 ,9892000,1832 ,Under Construction
577,3 ,10800000,2000 ,Under Construction
578,2 ,7954000,1473 ,Under Construction
579,3 ,9423000,1745 ,Under Construction
580,3 ,11000000,2049 ,Under Construction
581,3 ,9990000,1850 ,Under Construction
582,2 ,7155000,1325 ,Under Construction
583,2 ,7862000,1456 ,Under Construction
584,2 ,8564000,1586 ,Under Construction
585,2 ,7548999,1398 ,Under Construction
586,2 ,7176000,1329 ,Under Construction
587,Residential Plot,3600000,2025 ,New
588,3 ,11600000,1945 ,Under Construction
589,2 ,8266000,1380 ,Under Construction
590,3 ,14000000,2340 ,Under Construction
591,3 ,13200000,2205 ,Under Construction
592,3 ,5624000,1125 ,Under Construction
593,Residential Plot,2000000,1647 ,Resale
594,Residential Plot,2562000,1650 ,New
595,Residential Plot,2338000,1500 ,New
596,Residential Plot,2332000,2805 ,New
597,Residential Plot,2338000,1500 ,New
598,Residential Plot,3000000,1800 ,New
599,Residential Plot,2928000,1650 ,New
600,Residential Plot,2475000,1485 ,New
601,Residential Plot,2925000,2025 ,New
602,Residential Plot,2600000,1800 ,New
603,Residential Plot,2535000,1755 ,New
604,Residential Plot,2470000,1710 ,New
605,Residential Plot,2340000,1620 ,New
606,Residential Plot,2210000,1530 ,New
607,Residential Plot,2119000,1467 ,New
608,Residential Plot,2608000,1467 ,New
609,Residential Plot,6400000,3600 ,New
610,Residential Plot,6000000,3150 ,New
611,Residential Plot,5600000,3150 ,New
612,Residential Plot,5200000,2925 ,New
613,Residential Plot,5000000,2052 ,Resale
614,3 ,8820000,1221 ,Ready to move
615,2 ,7200000,980 ,Ready to move
616,2 ,6698999,930 ,Ready to move
617,1 ,3399000,380 ,Ready to move
618,Residential Plot,933000,1800 ,New
619,Residential Plot,852999,1650 ,New
620,Residential Plot,779000,1500 ,New
621,Residential Plot,1452000,5460 ,New
622,3 ,20800000,3200 ,Under Construction
623,Residential Plot,2745000,1650 ,New
624,Residential Plot,2205000,1320 ,New
625,Residential Plot,1555000,1650 ,New
626,Residential Plot,1689999,1320 ,New
627,Residential Plot,3006000,1500 ,New
628,4 ,5500000,1051 ,Ready to move
629,3 ,11100000,1812 ,Under Construction
630,3 ,11500000,1883 ,Under Construction
631,3 ,10200000,1691 ,Under Construction
632,3 ,11200000,1828 ,Under Construction
633,3 ,11000000,1793 ,Under Construction
634,3 ,9962000,1632 ,Under Construction
635,3 ,9956000,1631 ,Under Construction
636,3 ,8828000,1432 ,Under Construction
637,4 ,6859999,1204 ,Under Construction
638,Residential Plot,4875000,3375 ,New
639,Residential Plot,4550000,3150 ,New
640,Residential Plot,4225000,2925 ,New
641,Residential Plot,3900000,2700 ,New
642,Residential Plot,3575000,2475 ,New
643,Residential Plot,3250000,2250 ,New
644,3 ,8520000,1600 ,Under Construction
645,4 ,45100000,4100 ,Under Construction
646,2 ,7500000,1100 ,Ready to move
647,2 ,5500000,1100 ,Ready to move
648,Residential Plot,11900000,3600 ,New
649,Residential Plot,11900000,3600 ,New
650,Residential Plot,11900000,3600 ,New
651,Residential Plot,11900000,3600 ,New
652,Residential Plot,5999000,1800 ,New
653,Residential Plot,5999000,1800 ,New
654,Residential Plot,17900000,5400 ,New
655,Residential Plot,17900000,5400 ,New
656,Residential Plot,8999000,2700 ,New
657,Residential Plot,8999000,2700 ,New
658,Residential Plot,4499000,1350 ,New
659,Residential Plot,4499000,1350 ,New
660,Residential Plot,6598999,1980 ,New
661,Residential Plot,6598999,1980 ,New
662,Residential Plot,4949000,1485 ,New
663,Residential Plot,4949000,1485 ,New
664,Residential Plot,3749000,1125 ,New
665,Residential Plot,3749000,1125 ,New
666,Residential Plot,7979000,2394 ,New
667,Residential Plot,7979000,2394 ,New
668,2 ,4100000,950 ,Under Construction
669,2 ,4200000,975 ,Under Construction
670,2 ,3700000,875 ,Under Construction
671,3 ,25000000,2810 ,Under Construction
672,3 ,32000000,3600 ,Under Construction
673,4 ,36800000,4140 ,Under Construction
674,4 ,31900000,3590 ,Under Construction
675,3 ,20299999,2290 ,Under Construction
676,3 ,25000000,2815 ,Under Construction
677,4 ,31800000,3580 ,Under Construction
678,3 ,25200000,2835 ,Under Construction
679,4 ,37300000,4200 ,Under Construction
680,3 ,20099999,2265 ,Under Construction
681,4 ,37100000,4170 ,Under Construction
682,3 ,22599999,2540 ,Under Construction
683,3 ,22500000,2535 ,Under Construction
684,3 ,20200000,2270 ,Under Construction
685,5 ,40300000,4530 ,Under Construction
686,3 ,22000000,2480 ,Under Construction
687,3 ,26700000,3005 ,Under Construction
688,5 ,45199999,5080 ,Under Construction
689,3 ,19800000,2225 ,Under Construction
690,5 ,40400000,4540 ,Under Construction
691,3 ,26900000,3030 ,Under Construction
692,3 ,26500000,2980 ,Under Construction
693,5 ,64000000,7200 ,Under Construction
694,3 ,19600000,2205 ,Under Construction
695,4 ,39200000,4410 ,Under Construction
696,3 ,28500000,3205 ,Under Construction
697,3 ,21400000,2410 ,Under Construction
698,3 ,28600000,3220 ,Under Construction
699,3 ,18900000,2125 ,Under Construction
700,3 ,21200000,2385 ,Under Construction
701,3 ,21300000,2400 ,Under Construction
702,5 ,53400000,6010 ,Under Construction
703,5 ,39600000,4450 ,Under Construction
704,4 ,42699999,4800 ,Under Construction
705,3 ,18600000,2100 ,Under Construction
706,4 ,32300000,3640 ,Under Construction
707,5 ,42400000,4770 ,Under Construction
708,4 ,57300000,6440 ,Under Construction
709,4 ,43099999,4845 ,Under Construction
710,4 ,32700000,3680 ,Under Construction
711,5 ,57000000,6410 ,Under Construction
712,4 ,35000000,3935 ,Under Construction
713,3 ,15000000,2150 ,Under Construction
714,3 ,15100000,2170 ,Under Construction
715,3 ,17800000,2550 ,Under Construction
716,3 ,14100000,2020 ,Under Construction
717,3 ,12300000,1760 ,Under Construction
718,3 ,17100000,2450 ,Under Construction
719,3 ,15500000,2220 ,Under Construction
720,3 ,14600000,2100 ,Under Construction
721,3 ,11200000,1610 ,Under Construction
722,3 ,14700000,2110 ,Under Construction
723,3 ,18100000,2600 ,Under Construction
724,3 ,15300000,2190 ,Under Construction
725,3 ,13400000,1920 ,Under Construction
726,3 ,21200000,3030 ,Under Construction
727,3 ,16700000,2090 ,Ready to move
728,3 ,16800000,2100 ,Ready to move
729,3 ,16800000,2100 ,Ready to move
730,3 ,14400000,1810 ,Ready to move
731,3 ,14400000,1810 ,Ready to move
732,3 ,22000000,2760 ,Ready to move
733,3 ,22000000,2760 ,Ready to move
734,3 ,15500000,1940 ,Ready to move
735,3 ,15500000,1940 ,Ready to move
736,3 ,16600000,2075 ,Ready to move
737,3 ,16600000,2075 ,Ready to move
738,Residential Plot,2500000,12150 ,Resale
739,3 ,18200000,2285 ,Ready to move
740,3 ,18200000,2285 ,Ready to move
741,3 ,22599999,2830 ,Ready to move
742,3 ,22599999,2830 ,Ready to move
743,3 ,18400000,2300 ,Ready to move
744,3 ,18400000,2300 ,Ready to move
745,3 ,14200000,1775 ,Ready to move
746,3 ,14200000,1775 ,Ready to move
747,3 ,25600000,3205 ,Ready to move
748,3 ,25600000,3205 ,Ready to move
749,3 ,14000000,1750 ,Ready to move
750,3 ,14000000,1750 ,Ready to move
751,3 ,15600000,1955 ,Ready to move
752,3 ,15600000,1955 ,Ready to move
753,3 ,19200000,2405 ,Ready to move
754,3 ,19200000,2405 ,Ready to move
755,3 ,16700000,2090 ,Ready to move
756,Residential Plot,2000000,1485 ,New
757,Residential Plot,3400000,1485 ,New
758,Residential Plot,3976000,2754 ,New
759,Residential Plot,2625000,1818 ,New
760,Residential Plot,2404000,1665 ,New
761,2 ,5000000,1020 ,Ready to move
762,2 ,6500000,1350 ,Ready to move
763,3 ,8749000,1535 ,Ready to move
764,2 ,7998999,1225 ,Ready to move
765,2 ,5900000,1230 ,Ready to move
766,3 ,6200000,1440 ,Ready to move
767,3 ,7998999,1586 ,Ready to move
768,2 ,8500000,1102 ,Ready to move
